DeviceID,ClientID,ClientName,DeviceType,DeviceStatus,IssuesReported,ChangeRequestDate,ChangeCompletionDate,UpdateRequired,UpdateStatus,ResolutionTimeDays,CostoReparacion,Country,EfectividadAntesCambio,EfectividadDespuesCambio
D0371,C003,Paula Vargas,gps,Activo,Desconexion espontanea,24/07/2023,12/05/2024,si,Pendiente,293,1720,Nicaragua,55.9,84.08
D0372,C001,Luis Martinez,monitor,Activo,Imagen borrosa,27/06/2023,04/06/2024,si,Pendiente,343,2068,Honduras,55.3,85.62
D0373,C004,Ana Martinez,gps,En mantenimiento,No conecta bien,23/09/2024,14/12/2024,si,Pendiente,82,2826,Antigua y Barbuda,54.61,80.88
D0374,C005,Diego Cruz,camara,Activo,No reconoce los datos,28/11/2023,22/01/2024,no,Completada,55,1645,Peru,53.8,93.55
D0375,C004,Gabriel Sanchez,camara,Activo,Desconexion espontanea,08/12/2024,29/12/2024,si,Completada,21,1536,Barbados,56.38,94.06
D0376,C003,Andrea Garcia,monitor,Activo,Imagen borrosa,05/10/2024,15/11/2024,si,Completada,41,2489,Trinidad y Tobago,75.96,84.27
D0377,C007,Jorge Torres,camara,Inactivo,No conecta bien,23/11/2024,26/11/2024,si,Pendiente,3,1906,Republica Dominicana,51.09,80.73
D0378,C009,Mariana Torres,camara,En mantenimiento,No reconoce los datos,17/10/2023,29/11/2023,si,Completada,43,2853,Granada,79.87,94.75
D0379,C002,Alejandra Gomez,monitor,En mantenimiento,Desconexion espontanea,14/04/2024,28/05/2024,si,Completada,44,2728,Granada,78.97,83.13
D0380,C004,Carmen Perez,gps,Activo,Imagen borrosa,29/02/2024,16/10/2024,si,Completada,230,1794,Paraguay,71.06,98.88
D0381,C008,Diego Morales,monitor,Inactivo,No conecta bien,11/08/2024,14/09/2024,no,Pendiente,34,2397,Mexico,78.79,89.57
D0382,C004,Maria Torres,gps,Inactivo,No reconoce los datos,31/07/2024,12/09/2024,no,Completada,43,2847,Honduras,77.89,86.39
D0383,C002,Carlos Mendoza,camara,En mantenimiento,Desconexion espontanea,31/08/2023,12/01/2024,si,Pendiente,134,2191,Granada,76.38,81.5
D0384,C002,Paula Hernandez,camara,Activo,Imagen borrosa,21/03/2023,24/11/2023,no,Pendiente,248,2294,Brasil,51.93,96.99
D0385,C002,Fernando Gomez,monitor,En mantenimiento,No conecta bien,22/06/2023,06/11/2024,no,Completada,503,2576,Saint Lucia,78.46,93.48
D0386,C002,Fernando Sanchez,monitor,Inactivo,No reconoce los datos,25/02/2023,16/06/2023,no,Pendiente,111,2169,Cuba,74.55,88.41
D0387,C007,Isabel Ramos,gps,Activo,Desconexion espontanea,17/11/2024,18/11/2024,no,Completada,1,2803,Guatemala,52.78,99.98
D0388,C001,Antonio Martinez,camara,Inactivo,Imagen borrosa,25/12/2023,19/03/2024,no,Completada,85,1566,Dominica,73.07,97.2
D0389,C003,Sofia Gomez,monitor,En mantenimiento,No conecta bien,12/06/2024,02/08/2024,no,Completada,51,2524,Panama,59.54,91.47
D0390,C004,Paula Rodriguez,monitor,Inactivo,No reconoce los datos,27/09/2024,08/10/2024,no,Pendiente,11,2912,Panama,55.26,93.72
D0391,C004,Carmen Rodriguez,camara,Inactivo,Desconexion espontanea,24/08/2023,11/11/2024,si,Completada,445,2712,Brasil,76.49,88.58
D0392,C003,Carmen Mendoza,monitor,Inactivo,Imagen borrosa,16/05/2023,29/08/2024,no,Pendiente,471,1911,Brasil,73.18,83.55
D0393,C006,Gabriel Ramirez,monitor,Activo,No conecta bien,24/06/2023,28/03/2024,si,Completada,278,2413,Saint Kitts y Nevis,66.59,99.46
D0394,C003,Raul Cruz,camara,Activo,No reconoce los datos,30/12/2023,24/05/2024,si,Pendiente,146,2802,Bahamas,72.05,86.87
D0395,C001,Maria Sanchez,monitor,Inactivo,Desconexion espontanea,19/02/2024,03/06/2024,si,Completada,105,1707,Chile,66.55,83.81
D0396,C001,Antonio Ramirez,monitor,Activo,Imagen borrosa,08/10/2023,22/08/2024,no,Completada,319,2064,Uruguay,73.61,80.95
D0397,C001,Antonio Rodriguez,monitor,En mantenimiento,No conecta bien,07/02/2024,28/02/2024,si,Completada,21,2715,Guatemala,65.61,88.8
D0398,C007,Elena Morales,gps,En mantenimiento,No reconoce los datos,27/08/2023,01/11/2023,no,Pendiente,66,2495,Dominica,60.18,97.49
D0399,C004,Lucia Flores,monitor,Inactivo,Desconexion espontanea,03/12/2024,16/12/2024,no,Completada,13,2523,Paraguay,75.86,90.94
D0400,C008,Elena Lopez,monitor,Inactivo,Imagen borrosa,15/09/2023,20/07/2024,no,Pendiente,309,1516,Costa Rica,55.89,96.2
D0401,C010,Ana Castillo,gps,Activo,No conecta bien,20/01/2023,27/12/2024,si,Completada,707,3000,Brasil,58.37,92.9
D0402,C005,Valeria Lopez,camara,Activo,No reconoce los datos,24/01/2024,14/11/2024,si,Completada,295,2574,Mexico,61.3,84.23
D0403,C002,Andrea Gonzalez,camara,Activo,Desconexion espontanea,03/08/2023,25/02/2024,no,Pendiente,206,2925,Cuba,73.63,81.42
D0404,C008,Isabel Rodriguez,gps,En mantenimiento,Imagen borrosa,21/06/2024,28/08/2024,no,Pendiente,68,2996,Guyana,65.63,94.77
D0405,C005,Diego Mendoza,gps,Inactivo,No conecta bien,19/09/2023,18/03/2024,si,Pendiente,181,2418,Surinam,69.78,82.37
D0406,C003,Ana Flores,gps,En mantenimiento,No reconoce los datos,03/07/2023,10/09/2024,no,Completada,435,1872,Belice,68.96,85.67
D0407,C001,Lucia Perez,camara,Inactivo,Desconexion espontanea,30/03/2023,24/04/2024,no,Pendiente,391,2421,El Salvador,60.98,93.43
D0408,C009,Valeria Sanchez,gps,En mantenimiento,Imagen borrosa,15/01/2024,03/03/2024,no,Completada,48,2197,Chile,59.4,98.74
D0409,C008,Carlos Gonzalez,gps,En mantenimiento,No conecta bien,05/07/2024,20/11/2024,si,Pendiente,138,2252,Chile,67.18,99.26
D0410,C003,Maria Castillo,monitor,Inactivo,No reconoce los datos,28/11/2024,16/12/2024,si,Completada,18,2999,Uruguay,51.3,84.98
D0411,C009,Miguel Perez,camara,En mantenimiento,Desconexion espontanea,21/01/2024,23/02/2024,si,Completada,33,1555,Trinidad y Tobago,55.03,89.21
D0412,C002,Isabel Castillo,gps,Inactivo,Imagen borrosa,29/11/2024,30/12/2024,si,Pendiente,31,2526,Ecuador,68.05,87.19
D0413,C002,Miguel Perez,monitor,En mantenimiento,No conecta bien,27/12/2023,01/03/2024,si,Completada,65,1935,Bolivia,65.5,86.61
D0414,C001,Diego Rodriguez,camara,Inactivo,No reconoce los datos,17/08/2024,24/09/2024,si,Completada,38,1573,Santa Lucia,61.34,92.26
D0415,C004,Carlos Ramirez,gps,Inactivo,Desconexion espontanea,18/12/2024,29/12/2024,no,Completada,11,1528,Colombia,56.18,85.06
D0416,C003,Francisco Perez,camara,Inactivo,Imagen borrosa,10/11/2024,11/11/2024,si,Pendiente,1,2652,Guatemala,74.11,92.01
D0417,C004,Alejandra Torres,gps,En mantenimiento,No conecta bien,23/12/2023,27/07/2024,no,Pendiente,217,1895,Venezuela,58.02,83.56
D0418,C008,Raul Torres,monitor,En mantenimiento,No reconoce los datos,18/10/2023,25/12/2024,si,Pendiente,434,2344,El Salvador,50.44,81.78
D0419,C010,Miguel Vargas,camara,Activo,Desconexion espontanea,23/01/2023,16/07/2023,si,Pendiente,174,2608,Dominica,62.53,82.99
D0420,C009,Mariana Ortega,camara,En mantenimiento,Imagen borrosa,29/08/2024,13/12/2024,si,Pendiente,106,2257,Cuba,60.12,84.25
D0421,C007,Juan Gonzalez,monitor,En mantenimiento,No conecta bien,11/09/2023,07/10/2024,no,Pendiente,392,2178,Trinidad y Tobago,54.3,82.28
D0422,C004,Jorge Ramos,gps,En mantenimiento,No reconoce los datos,19/12/2023,09/10/2024,si,Completada,295,2907,Peru,64.55,96.23
D0423,C009,Andrea Martinez,gps,En mantenimiento,Desconexion espontanea,24/03/2024,28/09/2024,no,Completada,188,2605,Cuba,54.69,83.55
D0424,C009,Paula Martinez,monitor,Activo,Imagen borrosa,18/07/2023,18/04/2024,si,Completada,275,2044,Uruguay,66.73,94.08
D0425,C001,Isabel Cruz,gps,Activo,No conecta bien,05/10/2024,23/12/2024,si,Completada,79,2321,Antigua y Barbuda,76.28,84.39
D0426,C005,Andrea Ortega,monitor,Activo,No reconoce los datos,09/07/2024,17/12/2024,si,Completada,161,2944,Dominica,58.55,96.96
D0427,C009,Carlos Ramos,camara,En mantenimiento,Desconexion espontanea,15/07/2024,25/09/2024,no,Pendiente,72,1522,Bolivia,55.51,80.33
D0428,C009,Elena Gomez,camara,En mantenimiento,Imagen borrosa,20/05/2023,08/08/2023,no,Completada,80,1671,Saint Lucia,61.98,88.2
D0429,C010,Diego Mendoza,monitor,En mantenimiento,No conecta bien,04/10/2023,15/10/2023,no,Pendiente,11,2985,Paraguay,50.26,81.27
D0430,C002,Diego Torres,monitor,En mantenimiento,No reconoce los datos,18/01/2024,27/04/2024,no,Pendiente,100,1510,Bahamas,61.47,86.83
D0431,C003,Paula Torres,monitor,Activo,Desconexion espontanea,01/03/2024,21/12/2024,si,Pendiente,295,1715,Saint Lucia,50.93,88.06
D0432,C010,Eduardo Torres,gps,En mantenimiento,Imagen borrosa,11/06/2024,28/07/2024,si,Pendiente,47,1601,Paraguay,63.88,87
D0433,C003,Luis Castillo,camara,En mantenimiento,No conecta bien,07/02/2023,28/03/2023,si,Pendiente,49,1920,Uruguay,54.83,97.09
D0434,C004,Gabriel Cruz,camara,Inactivo,No reconoce los datos,12/12/2023,08/06/2024,no,Completada,179,2149,Bahamas,60.27,81.05
D0435,C002,Lucia Ortega,gps,Activo,Desconexion espontanea,23/08/2024,04/11/2024,no,Completada,73,1840,Republica Dominicana,55.47,86.89
D0436,C006,Mariana Diaz,monitor,Inactivo,Imagen borrosa,20/06/2023,07/09/2023,no,Completada,79,1998,Guyana,74.66,94.22
D0437,C008,Francisco Diaz,monitor,En mantenimiento,No conecta bien,28/01/2024,21/08/2024,no,Pendiente,206,1728,Surinam,50.25,94.1
D0438,C002,Raul Mendoza,monitor,En mantenimiento,No reconoce los datos,15/04/2024,21/11/2024,si,Pendiente,220,2007,Saint Vincent y las Granadinas,57.8,94.1
D0439,C002,Diego Diaz,camara,Inactivo,Desconexion espontanea,24/10/2023,25/03/2024,no,Pendiente,153,2608,Chile,58.98,83.09
D0440,C005,Jorge Perez,gps,En mantenimiento,Imagen borrosa,15/03/2024,25/07/2024,si,Pendiente,132,2563,Antigua y Barbuda,70.77,86.64
D0441,C007,Maria Ramirez,monitor,Activo,No conecta bien,21/03/2024,10/07/2024,si,Completada,111,1760,Argentina,74.63,86.04
D0442,C009,Mariana Hernandez,gps,En mantenimiento,No reconoce los datos,23/09/2023,29/07/2024,no,Completada,310,1786,Costa Rica,69.22,89.09
D0443,C007,Eduardo Gomez,camara,Activo,Desconexion espontanea,13/04/2024,24/09/2024,si,Pendiente,164,1715,Panama,76.56,87.02
D0444,C003,Fernando Garcia,gps,En mantenimiento,Imagen borrosa,27/07/2024,20/09/2024,no,Pendiente,55,2062,Barbados,75.56,95.83
D0445,C010,Elena Martinez,gps,En mantenimiento,No conecta bien,17/09/2024,10/12/2024,si,Pendiente,84,1840,Santa Lucia,60.02,83.93
D0446,C003,Mariana Gomez,monitor,En mantenimiento,No reconoce los datos,23/11/2023,29/03/2024,si,Completada,127,1587,Jamaica,72.27,87.34
D0447,C009,Luis Perez,camara,En mantenimiento,Desconexion espontanea,14/07/2024,02/09/2024,si,Pendiente,50,1564,Mexico,61.5,80.71
D0448,C006,Mariana Perez,gps,En mantenimiento,Imagen borrosa,12/04/2023,26/10/2023,si,Completada,197,1620,Dominica,71.12,93.25
D0449,C004,Elena Sanchez,gps,Inactivo,No conecta bien,07/02/2024,31/03/2024,no,Pendiente,53,1960,Santa Lucia,75.03,86.51
D0450,C007,Maria Martinez,camara,Inactivo,No reconoce los datos,26/06/2024,08/09/2024,no,Pendiente,74,2619,Barbados,66.37,92.27
D0451,C006,Miguel Mendoza,gps,Inactivo,Desconexion espontanea,31/01/2023,07/08/2023,si,Completada,188,2308,Brasil,64.3,86.13
D0452,C003,Carlos Ortega,camara,Inactivo,Imagen borrosa,18/02/2024,17/09/2024,no,Completada,212,2074,Santa Lucia,55.47,90.64
D0453,C010,Paula Morales,gps,En mantenimiento,No conecta bien,26/08/2023,31/10/2024,no,Pendiente,432,2303,Colombia,53.01,80.65
D0454,C007,Isabel Rodriguez,camara,En mantenimiento,No reconoce los datos,05/07/2024,13/12/2024,si,Completada,161,2752,Santa Lucia,52.74,91.8
D0455,C001,Valeria Morales,monitor,En mantenimiento,Desconexion espontanea,14/11/2024,19/11/2024,no,Pendiente,5,2166,Saint Vincent y las Granadinas,53.17,99.47
D0456,C010,Andrea Diaz,camara,Activo,Imagen borrosa,22/08/2024,09/11/2024,si,Pendiente,79,2329,Cuba,54.39,95.81
D0457,C002,Fernando Ortega,camara,Activo,No conecta bien,24/04/2024,07/11/2024,no,Completada,197,2949,Bahamas,53.18,97.07
D0458,C001,Gabriel Ramos,monitor,En mantenimiento,No reconoce los datos,21/12/2024,27/12/2024,si,Completada,6,2307,Panama,68.94,84.57
D0459,C007,Francisco Cruz,gps,En mantenimiento,Desconexion espontanea,30/08/2024,20/10/2024,no,Pendiente,51,2868,Trinidad y Tobago,58.83,94.96
D0460,C009,Fernando Martinez,gps,Inactivo,Imagen borrosa,28/05/2024,10/11/2024,no,Pendiente,166,2636,Jamaica,71.49,85.92
D0461,C002,Alejandra Ortega,gps,Inactivo,No conecta bien,01/06/2024,27/11/2024,si,Completada,179,2732,Ecuador,63.71,97.32
D0462,C002,Eduardo Sanchez,camara,Inactivo,No reconoce los datos,15/02/2023,07/05/2023,si,Completada,81,2116,Bahamas,64.19,93.68
D0463,C007,Alejandra Castillo,camara,Activo,Desconexion espontanea,16/07/2023,09/09/2023,si,Completada,55,2198,Granada,58.81,85.86
D0464,C001,Jorge Mendoza,monitor,Activo,Imagen borrosa,09/07/2024,13/12/2024,no,Pendiente,157,2834,Colombia,52.53,87.1
D0465,C002,Raul Gomez,gps,En mantenimiento,No conecta bien,19/10/2023,11/03/2024,si,Completada,144,2873,Antigua y Barbuda,74.59,92.27
D0466,C010,Gabriel Diaz,camara,En mantenimiento,No reconoce los datos,28/05/2023,01/08/2023,no,Pendiente,65,2636,Antigua y Barbuda,56.42,86.21
D0467,C010,Raul Vargas,gps,Activo,Desconexion espontanea,18/03/2023,28/04/2024,no,Pendiente,407,2447,Argentina,73.02,90.54
D0468,C009,Diego Perez,camara,Inactivo,Imagen borrosa,10/06/2024,29/11/2024,si,Completada,172,2429,Peru,66.23,97.76
D0469,C009,Ana Gonzalez,monitor,Activo,No conecta bien,21/11/2023,08/08/2024,si,Pendiente,261,2827,Dominica,61.54,94.51
D0470,C009,Diego Diaz,monitor,Activo,No reconoce los datos,27/12/2024,30/12/2024,si,Pendiente,3,1995,Uruguay,78.9,92.82
D0471,C006,Carlos Ramos,monitor,En mantenimiento,Desconexion espontanea,06/05/2023,01/10/2023,no,Completada,148,2435,Uruguay,67.62,95.35
D0472,C002,Mariana Garcia,gps,En mantenimiento,Imagen borrosa,24/06/2023,19/07/2023,si,Pendiente,25,1518,Bolivia,59.83,86.01
D0473,C010,Miguel Ortega,camara,En mantenimiento,No conecta bien,21/03/2023,18/03/2024,si,Completada,363,2898,Trinidad y Tobago,79.29,95.63
D0474,C007,Raul Hernandez,camara,Inactivo,No reconoce los datos,02/05/2023,15/04/2024,si,Completada,349,1773,Colombia,51.63,82.49
D0475,C007,Maria Perez,monitor,Inactivo,Desconexion espontanea,18/11/2023,17/09/2024,no,Pendiente,304,2434,Republica Dominicana,76.17,92.25
D0476,C006,Isabel Castillo,gps,Activo,Imagen borrosa,23/04/2023,08/10/2023,si,Pendiente,168,2089,Uruguay,58.87,80.49
D0477,C009,Valeria Ramos,monitor,En mantenimiento,No conecta bien,07/10/2024,01/12/2024,si,Pendiente,55,2540,Brasil,58.87,80.95
D0478,C003,Ana Ramos,camara,Inactivo,No reconoce los datos,25/01/2024,29/06/2024,no,Pendiente,156,1669,Honduras,59.4,95.27
D0479,C010,Luis Gomez,gps,Inactivo,Desconexion espontanea,11/09/2024,19/09/2024,no,Pendiente,8,1656,Ecuador,63,98.34
D0480,C003,Diego Martinez,camara,Activo,Imagen borrosa,25/02/2023,26/07/2024,si,Completada,517,1671,Venezuela,63.56,94.79
D0481,C010,Jorge Flores,monitor,En mantenimiento,No conecta bien,14/04/2024,17/10/2024,si,Completada,186,2201,Trinidad y Tobago,79.59,84.44
D0482,C004,Elena Gonzalez,gps,Activo,No reconoce los datos,24/04/2023,18/12/2024,no,Pendiente,604,1814,Barbados,61.83,87.55
D0483,C001,Maria Ramos,camara,En mantenimiento,Desconexion espontanea,08/10/2023,05/02/2024,no,Pendiente,120,1636,Barbados,71.07,94.03
D0484,C010,Jorge Gomez,gps,Inactivo,Imagen borrosa,21/06/2024,08/10/2024,no,Pendiente,109,2898,Trinidad y Tobago,52.53,98.68
D0485,C009,Valeria Mendoza,gps,Inactivo,No conecta bien,28/07/2023,19/08/2024,si,Pendiente,388,1772,Nicaragua,72.75,92.89
D0486,C008,Antonio Mendoza,monitor,Inactivo,No reconoce los datos,11/07/2024,26/10/2024,no,Completada,107,2669,Bolivia,53.94,84.61
D0487,C008,Andrea Gomez,monitor,Activo,Desconexion espontanea,23/11/2023,23/02/2024,si,Completada,92,1563,Mexico,60.46,84.93
D0488,C006,Andrea Castillo,gps,Activo,Imagen borrosa,15/06/2023,31/08/2023,si,Completada,77,2120,Barbados,53.54,89.69
D0489,C006,Alejandra Lopez,monitor,Activo,No conecta bien,23/03/2023,23/01/2024,si,Pendiente,306,2185,Paraguay,71.41,84.16
D0490,C008,Lucia Gomez,camara,En mantenimiento,No reconoce los datos,16/06/2023,14/09/2023,no,Completada,90,2044,Bolivia,54.85,90.77
D0491,C004,Diego Torres,gps,Activo,Desconexion espontanea,11/01/2024,26/09/2024,si,Completada,259,1542,Chile,53.05,82.95
D0492,C008,Andrea Castillo,camara,Inactivo,Imagen borrosa,21/03/2024,27/09/2024,no,Pendiente,190,1868,Saint Kitts y Nevis,59.55,80.48
D0493,C007,Raul Garcia,camara,Activo,No conecta bien,03/03/2023,09/09/2023,si,Completada,190,1966,Honduras,74.66,84.95
D0494,C003,Ana Ramirez,gps,En mantenimiento,No reconoce los datos,17/03/2023,13/09/2023,si,Pendiente,180,2865,El Salvador,65.67,99.05
D0495,C010,Ana Perez,monitor,Inactivo,Desconexion espontanea,11/05/2023,27/12/2023,no,Pendiente,230,2555,Jamaica,79.84,91.01
D0496,C005,Ana Garcia,camara,Inactivo,Imagen borrosa,27/02/2023,03/11/2023,no,Completada,249,2969,Saint Lucia,56.45,87.74
D0497,C007,Paula Diaz,monitor,Activo,No conecta bien,23/01/2024,15/07/2024,no,Completada,174,1508,Costa Rica,79.22,99.56
D0498,C004,Andrea Gonzalez,camara,Inactivo,No reconoce los datos,04/07/2023,08/08/2024,si,Pendiente,401,2752,El Salvador,79.6,83.9
D0499,C007,Eduardo Flores,monitor,En mantenimiento,Desconexion espontanea,08/03/2023,24/06/2023,si,Pendiente,108,1915,Belice,76.93,98.74
D0500,C007,Paula Cruz,camara,Activo,Imagen borrosa,02/07/2024,02/10/2024,si,Pendiente,92,1680,Venezuela,69.96,89.77
D0501,C005,Jorge Lopez,camara,En mantenimiento,No conecta bien,22/04/2024,16/10/2024,no,Pendiente,177,1540,Belice,56.97,99.65
D0502,C010,Elena Morales,gps,En mantenimiento,No reconoce los datos,17/09/2024,16/11/2024,no,Completada,60,1776,Panama,54.66,91.46
D0503,C008,Maria Cruz,camara,En mantenimiento,Desconexion espontanea,24/12/2024,30/12/2024,no,Pendiente,6,1752,El Salvador,59.18,85.35
D0504,C007,Carlos Lopez,monitor,Inactivo,Imagen borrosa,19/08/2024,28/09/2024,si,Pendiente,40,2962,Barbados,76.11,83.77
D0505,C006,Eduardo Cruz,monitor,Inactivo,No conecta bien,20/08/2023,13/06/2024,no,Completada,298,2381,Republica Dominicana,76.01,96.11
D0506,C010,Ana Castillo,monitor,Inactivo,No reconoce los datos,25/06/2024,07/07/2024,no,Completada,12,2839,Brasil,76.21,87.16
D0507,C002,Eduardo Morales,monitor,Inactivo,Desconexion espontanea,23/04/2024,18/09/2024,si,Completada,148,2793,Argentina,53.24,83.44
D0508,C001,Ana Lopez,camara,Activo,Imagen borrosa,28/01/2024,31/10/2024,no,Pendiente,277,1759,Argentina,66.83,88.27
D0509,C004,Jorge Hernandez,gps,Inactivo,No conecta bien,01/10/2024,11/10/2024,si,Pendiente,10,2700,Barbados,56.25,83.98
D0510,C001,Paula Sanchez,gps,Inactivo,No reconoce los datos,21/03/2024,03/11/2024,no,Pendiente,227,2487,Santa Lucia,73.35,98.55
D0511,C010,Antonio Garcia,gps,En mantenimiento,Desconexion espontanea,09/10/2023,05/11/2023,no,Completada,27,1956,Ecuador,50.59,86.36
D0512,C009,Antonio Garcia,monitor,Inactivo,Imagen borrosa,14/12/2024,15/12/2024,no,Pendiente,1,2998,Nicaragua,74.96,86.46
D0513,C003,Ana Lopez,gps,Inactivo,No conecta bien,28/11/2024,30/12/2024,no,Completada,32,1654,El Salvador,65.41,85.1
D0514,C007,Diego Perez,gps,Activo,No reconoce los datos,02/03/2023,22/08/2023,si,Pendiente,173,2992,Brasil,64.28,91.74
D0515,C003,Paula Perez,camara,Activo,Desconexion espontanea,28/08/2024,13/11/2024,si,Pendiente,77,2701,Guatemala,75.51,99.42
D0516,C005,Lucia Cruz,camara,Inactivo,Imagen borrosa,23/02/2024,30/07/2024,si,Pendiente,158,1887,Peru,66.48,98.78
D0517,C008,Alejandra Ramirez,monitor,Inactivo,No conecta bien,01/09/2023,13/09/2023,no,Pendiente,12,2834,Saint Lucia,65.26,81.92
D0518,C001,Miguel Torres,camara,Activo,No reconoce los datos,16/04/2023,03/07/2024,no,Pendiente,444,2031,Republica Dominicana,77.76,82.3
D0519,C004,Fernando Garcia,monitor,Activo,Desconexion espontanea,24/05/2024,12/11/2024,si,Pendiente,172,2605,Cuba,78,91.75
D0520,C001,Alejandra Sanchez,camara,Activo,Imagen borrosa,09/09/2024,12/10/2024,no,Completada,33,1536,Venezuela,77.38,93.04
D0521,C005,Eduardo Morales,monitor,Activo,No conecta bien,21/09/2024,20/10/2024,si,Pendiente,29,1959,Guyana,58.33,91.15
D0522,C008,Fernando Ortega,camara,En mantenimiento,No reconoce los datos,20/11/2024,19/12/2024,si,Completada,29,1975,Trinidad y Tobago,54.99,95.72
D0523,C009,Miguel Lopez,camara,Inactivo,Desconexion espontanea,24/07/2023,11/12/2023,si,Completada,140,1793,Cuba,69.47,83.55
D0524,C001,Jorge Gonzalez,monitor,Activo,Imagen borrosa,12/08/2024,08/11/2024,no,Completada,88,2694,Bahamas,79.41,90.28
D0525,C007,Isabel Hernandez,monitor,Activo,No conecta bien,23/03/2024,11/05/2024,si,Completada,49,2309,Trinidad y Tobago,77.71,83.67
D0526,C003,Fernando Ortega,camara,En mantenimiento,No reconoce los datos,18/04/2023,04/06/2024,si,Pendiente,413,2357,Saint Kitts y Nevis,63.84,97.95
D0527,C003,Jorge Garcia,camara,Activo,Desconexion espontanea,13/01/2023,01/11/2023,si,Pendiente,292,2013,Panama,72.26,81.88
D0528,C008,Eduardo Ortega,monitor,En mantenimiento,Imagen borrosa,26/02/2024,30/11/2024,no,Pendiente,278,1551,Jamaica,64.09,98.95
D0529,C009,Francisco Gomez,camara,En mantenimiento,No conecta bien,11/10/2023,26/04/2024,no,Completada,198,1987,Costa Rica,70.3,93.92
D0530,C002,Maria Gonzalez,gps,Inactivo,No reconoce los datos,06/08/2024,13/09/2024,no,Pendiente,38,1885,Saint Kitts y Nevis,54.82,86.9
D0531,C003,Miguel Castillo,camara,Inactivo,Desconexion espontanea,07/12/2024,30/12/2024,si,Pendiente,23,2570,Bahamas,64.36,97
D0532,C009,Juan Hernandez,gps,Activo,Imagen borrosa,01/12/2024,01/12/2024,si,Completada,0,2567,Barbados,59.35,92.31
D0533,C002,Valeria Ramos,gps,Activo,No conecta bien,19/07/2024,17/08/2024,no,Completada,29,2208,Republica Dominicana,62.64,88.48
D0534,C001,Isabel Ramos,camara,Inactivo,No reconoce los datos,28/05/2024,23/10/2024,no,Completada,148,1743,Mexico,69.81,90.56
D0535,C010,Juan Cruz,gps,Activo,Desconexion espontanea,05/03/2023,16/01/2024,si,Completada,317,1627,Honduras,74.55,92.36
D0536,C006,Eduardo Martinez,monitor,Inactivo,Imagen borrosa,11/10/2024,10/11/2024,si,Completada,30,2715,Panama,76.99,85.19
D0537,C009,Andrea Perez,monitor,En mantenimiento,No conecta bien,07/01/2024,15/08/2024,si,Pendiente,221,1675,Santa Lucia,52.94,80
D0538,C009,Fernando Diaz,camara,En mantenimiento,No reconoce los datos,23/01/2023,18/05/2023,si,Pendiente,115,1761,Bahamas,72.55,84.46
D0539,C003,Elena Sanchez,gps,En mantenimiento,Desconexion espontanea,24/12/2023,24/07/2024,si,Completada,213,2009,Guatemala,52.27,89.9
D0540,C006,Valeria Garcia,camara,Inactivo,Imagen borrosa,06/11/2024,28/11/2024,no,Completada,22,1562,Barbados,61.7,81.66
D0541,C009,Raul Morales,gps,Inactivo,No conecta bien,18/01/2024,24/10/2024,si,Pendiente,280,2406,Antigua y Barbuda,58.56,96.14
D0542,C005,Juan Lopez,camara,En mantenimiento,No reconoce los datos,22/10/2024,24/10/2024,si,Pendiente,2,1799,Dominica,53.79,81.17
D0543,C006,Luis Diaz,gps,Inactivo,Desconexion espontanea,31/01/2023,03/03/2023,si,Pendiente,31,2584,Peru,79.46,84.36
D0544,C006,Alejandra Sanchez,camara,Inactivo,Imagen borrosa,15/08/2023,26/06/2024,no,Pendiente,316,1691,Honduras,75.31,95.63
D0545,C005,Gabriel Sanchez,gps,Inactivo,No conecta bien,21/10/2024,27/10/2024,si,Completada,6,2032,Granada,72.09,96.38
D0546,C010,Carlos Vargas,camara,En mantenimiento,No reconoce los datos,26/04/2024,20/12/2024,si,Pendiente,238,1968,Jamaica,77.88,95.46
D0547,C006,Francisco Castillo,monitor,Inactivo,Desconexion espontanea,19/02/2024,03/07/2024,no,Completada,135,2841,Colombia,57.24,81.53
D0548,C001,Antonio Sanchez,camara,Activo,Imagen borrosa,28/11/2024,12/12/2024,si,Completada,14,2583,Uruguay,72.78,98.97
D0549,C007,Antonio Garcia,camara,En mantenimiento,No conecta bien,23/07/2024,19/10/2024,no,Pendiente,88,2612,Belice,77.41,80.69
D0550,C007,Lucia Morales,monitor,Inactivo,No reconoce los datos,18/07/2023,18/04/2024,si,Pendiente,275,2574,Dominica,52.45,83.74
D0551,C009,Carmen Diaz,camara,Activo,Desconexion espontanea,05/02/2023,08/10/2023,no,Pendiente,245,2506,Bahamas,62.71,94.39
D0552,C004,Fernando Flores,camara,Inactivo,Imagen borrosa,25/04/2023,27/11/2023,si,Completada,216,2452,Honduras,64.33,96.19
D0553,C006,Francisco Cruz,monitor,Inactivo,No conecta bien,07/08/2024,04/10/2024,no,Completada,58,1730,Honduras,55.41,83.89
D0554,C008,Luis Sanchez,monitor,Inactivo,No reconoce los datos,07/02/2024,24/10/2024,no,Completada,260,2180,Bolivia,57.06,92.62
D0555,C002,Gabriel Ramos,monitor,Activo,Desconexion espontanea,02/12/2023,06/06/2024,si,Completada,187,2737,Antigua y Barbuda,70.83,87.21
D0556,C005,Isabel Lopez,camara,Activo,Imagen borrosa,17/03/2023,27/08/2024,si,Pendiente,529,2175,Cuba,62.61,98.24
